Neuquen,7910,TRES CHORROS,8353,58
Neuquen,7950,EL PALAO,8347,58
Neuquen,7825,EL PINO ANDINO,8349,58
Neuquen,7800,EL PORVENIR,8370,58
Neuquen,7720,EL SALITRAL,8375,58
Neuquen,20287,EL TROMEN,8353,58
Neuquen,7656,EL OVERO,8340,58
Neuquen,7845,ESTANCIA NEWBERY,8401,58
Neuquen,7866,FILMATUE,8353,58
Neuquen,7867,FLORES,8353,58
Neuquen,26290,FORTIN GUAÃ‘ACOS,8353,58
Neuquen,7802,GENTE GRANDE,8379,58
Neuquen,7844,ESTANCIA LA PRIMAVERA,8403,58
Neuquen,7843,EL MANZANO,8403,58
Neuquen,7990,COVUNCO,8340,58
Neuquen,7992,COVUNCO ARRIBA,8340,58
Neuquen,7690,COYUCO COCHICO,8353,58
Neuquen,7840,CULLIN MANZANO,8401,58
Neuquen,7691,CURU  LEUVU,8353,58
Neuquen,7692,EL ALAMITO,8353,58
Neuquen,7948,EL ATRAVESADO,8347,58
Neuquen,7798,EL CERRITO,8370,58
Neuquen,7896,EL CHOLAR,8353,58
Neuquen,7618,EL DORMIDO,8341,58
Neuquen,7949,EL ESCORIAL,8347,58
Neuquen,7897,EL HUECU,8349,58
Neuquen,7719,COSTA LIMAY,8315,58
Neuquen,7898,HAYCU,8349,58
Neuquen,7998,LA FRIA,8340,58
Neuquen,7851,LA LIPELA,8401,58
Neuquen,7624,LA OFELIA,8341,58
Neuquen,8001,LA PATRIA,8340,58
Neuquen,7721,LA PINTADA,8315,58
Neuquen,7997,LA POCHOLA,8340,58
Neuquen,7777,LA RINCONADA,8375,58
Neuquen,7985,LA SUSANA,8340,58
Neuquen,8002,LA TERESA,8340,58
Neuquen,7956,LA VERDAD,8347,58
Neuquen,27721,LAGO Ã‘ORQUINCO,8345,58
Neuquen,7695,LA CIENEGUITA,8353,58
Neuquen,7954,LA BUITRERA,8347,58
Neuquen,7828,HUALCUPEN,8349,58
Neuquen,26291,HUARACO,8353,58
Neuquen,7996,HUECHAHUE,8375,58
Neuquen,7953,HUILLILON,8347,58
Neuquen,7869,HUINGANCO,8353,58
Neuquen,7870,HUMIGAMIO,8353,58
Neuquen,7848,ISLA VICTORIA,8400,58
Neuquen,7873,JUARANCO,8353,58
Neuquen,7621,KILCA CASA,8345,58
Neuquen,7849,LA ARAUCARIA,8401,58
Neuquen,7830,LA ARGENTINA,8349,58
Neuquen,7620,HARAS PATRIA,8345,58
Neuquen,7823,COSTA DEL ARROYO SALADO,8351,58
Neuquen,7738,BALSA SENILLOSA,8316,58
Neuquen,7988,BARDA NEGRA,8340,58
Neuquen,7676,BATRE LAUQUEN,8353,58
Neuquen,7792,BUENA ESPERANZA,8360,58
Neuquen,7890,BUTA MALLIN,8353,58
Neuquen,7934,BALSA DEL RIO AGRIO,8351,58
Neuquen,7989,CAICHIHUE,8340,58
Neuquen,7891,CAJON DE LOS PATOS,8349,58
Neuquen,7935,CAJON DEL TORO,8347,58
Neuquen,7793,CALEUFU,8373,58
Neuquen,7862,CAMALEONES,8353,58
Neuquen,7677,CAEPE MALAL,8353,58
Neuquen,7650,BAJADA DEL MARUCHO,8340,58
Neuquen,7711,ACHICO,8315,58
Neuquen,7673,AGUADA CHACAY CO,8353,58
Neuquen,27850,AGUADA SAN ROQUE,8305,58
Neuquen,7712,ALIANZA,8373,58
Neuquen,7614,ALUMINE,8345,58
Neuquen,7642,AÃ‘ELO,8305,58
Neuquen,7736,ARROYITO,8313,58
Neuquen,7675,ARROYO BLANCO,8353,58
Neuquen,7615,ARROYO QUILLEN,8341,58
Neuquen,27725,ATREUCO,8371,58
Neuquen,7768,AUCA PAN,8373,58
Neuquen,7986,BAJADA DE LOS MOLLES,8340,58
Neuquen,7839,CORRENTOSO,8407,58
Neuquen,7651,CAÃ‘ADON DE LOS INDIOS,8375,58
Neuquen,7687,CHAPUA,8353,58
Neuquen,7655,CHARAHUILLA,8341,58
Neuquen,7717,CHICHIGUAY,8373,58
Neuquen,7745,CHINA MUERTA,8316,58
Neuquen,7771,CHIUQUILLIHUIN,8371,58
Neuquen,7893,CHOCHOY MALLIN,8349,58
Neuquen,7941,COCHICO,8347,58
Neuquen,7822,COIHUECO,8351,58
Neuquen,7894,COLIPILI,8349,58
Neuquen,7772,COLLUN CO,8371,58
Neuquen,15701,COPAHUE,8349,58
Neuquen,7744,CHALLACO,8318,58
Neuquen,7654,CHACAYCO,8340,58
Neuquen,7681,CANCHA HUINGANCO,8353,58
Neuquen,7937,CARRERI,8347,58
Neuquen,7616,CARRI LIL,8345,58
Neuquen,7652,CATAN LIL,8341,58
Neuquen,7863,CAYANTA,8353,58
Neuquen,7938,CERRO COLORADO,8347,58
Neuquen,7820,CERRO DE LA PARVA,8349,58
Neuquen,7923,CERRO DEL LEON,8313,58
Neuquen,7683,CERRO NEGRO CHAPUA,8353,58
Neuquen,7795,CHACABUCO,8373,58
Neuquen,7685,CHACAY CO,8353,58
Neuquen,7680,CAÃ‘ADA SECA,8353,58
Neuquen,7625,LAGOTERA,8345,58
Neuquen,7786,QUILA QUEHUE,8371,58
Neuquen,7635,QUILCA,8345,58
Neuquen,7636,QUILLEN,8341,58
Neuquen,20350,QUININELIU,8341,58
Neuquen,7835,QUINTUCO,8351,58
Neuquen,7810,QUENTRENQUEN,8373,58
Neuquen,27632,RAMON M CASTRO,8340,58
Neuquen,19819,RANQUIL VEGA,8353,58
Neuquen,7906,RANQUILON,8349,58
Neuquen,19854,RICHOIQUE,8349,58
Neuquen,7761,RINCON DE EMILIO,8300,58
Neuquen,7980,RAMICHAL,8347,58
Neuquen,7708,QUEMPU LEUFU,8353,58
Neuquen,7903,PICHI NEUQUEN,8351,58
Neuquen,7726,PIEDRA DEL AGUILA,8315,58
Neuquen,7727,PIEDRA PINTADA,8315,58
Neuquen,7973,PILMATUE,8351,58
Neuquen,7974,PINO HACHADO,8347,58
Neuquen,7756,PLANICIE BANDERITA,8301,58
Neuquen,7758,PLOTTIER,8316,58
Neuquen,7759,PORTEZUELO GRANDE,8300,58
Neuquen,7977,PRIMEROS PINOS,8347,58
Neuquen,8013,PUENTE PICUN LEUFU,8340,58
Neuquen,7856,PUERTO MANZANO,8407,58
Neuquen,7646,PUNTA DE SIERRA,8305,58
Neuquen,7971,PICHE PONON,8347,58
Neuquen,7638,RUCA CHOROY ARRIBA,8345,58
Neuquen,7789,TRES PICOS,8371,58
Neuquen,7710,TRICAO MALAL,8353,58
Neuquen,7790,TROMEN,8371,58
Neuquen,7984,VACA MUERTA,8351,58
Neuquen,7678,VILLA CURI LEUVU,8353,58
Neuquen,7764,VILLA EL CHOCON,8311,58
Neuquen,7641,VILLA PEHUENIA,8345,58
Neuquen,27726,VILLA RINCON CHICO,8315,58
Neuquen,7911,VILU MALLIN,8349,58
Neuquen,7767,VISTA ALEGRE SUR,8309,58
Neuquen,8017,ZAPALA,8340,58
Neuquen,7837,TRAHUNCURA,8351,58
Neuquen,7709,TIHUE,8353,58
Neuquen,7982,SALQUICO,8347,58
Neuquen,7983,SAN DEMETRIO,8347,58
Neuquen,7729,SAN IGNACIO,8375,58
Neuquen,7640,SAN JUAN RAHUE,8341,58
Neuquen,7647,SAN PATRICIO DEL CHAÃ‘AR,8305,58
Neuquen,7731,SANTA ISABEL,8315,58
Neuquen,7669,SANTA ISABEL,8375,58
Neuquen,8014,SANTO DOMINGO,8340,58
Neuquen,27898,SAUZAL BONITO,8319,58
Neuquen,8015,TAQUI NILEU,8340,58
Neuquen,7908,TAQUIMILLAN ABAJO,8353,58
Neuquen,7921,RIO BARRANCAS,8353,58
Neuquen,7902,PICHAIHUE,8351,58
Neuquen,7750,LOMA DE LA LATA,8300,58
Neuquen,7628,LONCO MULA,8345,58
Neuquen,26293,LOS BOLILLOS,8353,58
Neuquen,19592,LOS CATUTOS,8340,58
Neuquen,7644,LOS CHIHUIDOS,8305,58
Neuquen,7808,LOLOG,8370,58
Neuquen,7963,LOS GALPONES,8347,58
Neuquen,7880,LOS MICHES,8353,58
Neuquen,8007,LOS MUCHACHOS,8340,58
Neuquen,7926,LOS SAUCES,8313,58
Neuquen,7779,LUBECA,8371,58
Neuquen,7701,LOS ENTIERROS,8353,58
Neuquen,7961,LIU CULLIN,8347,58
